Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
pedestrianCrossing,633,99,687,155
pedestrianCrossing,661,82,721,142
pedestrianCrossing,696,71,763,138
pedestrianCrossing,736,55,813,132
pedestrianCrossing,783,33,872,120
pedestrianCrossing,515,209,538,232
pedestrianCrossing,524,205,549,230
pedestrianCrossing,535,199,560,224
pedestrianCrossing,546,194,572,219
pedestrianCrossing,558,194,584,220
pedestrianCrossing,566,186,594,214
pedestrianCrossing,574,184,603,214
pedestrianCrossing,582,180,612,211
pedestrianCrossing,591,170,622,202
pedestrianCrossing,600,165,633,200
pedestrianCrossing,608,162,642,198
pedestrianCrossing,617,157,652,194
pedestrianCrossing,626,158,664,197
pedestrianCrossing,636,152,676,194
pedestrianCrossing,647,142,689,187
pedestrianCrossing,660,139,706,187
pedestrianCrossing,675,127,725,179
pedestrianCrossing,691,117,747,175
pedestrianCrossing,711,105,773,169
pedestrianCrossing,733,94,803,165
pedestrianCrossing,758,77,838,156
pedestrianCrossing,785,53,879,145
pedestrianCrossing,826,17,936,125
noRightTurn,399,189,418,208
signalAhead,567,192,593,218
noRightTurn,384,192,403,211
signalAhead,560,196,588,224
noRightTurn,368,185,389,206
signalAhead,555,191,584,220
noRightTurn,353,175,374,196
signalAhead,550,181,581,212
noRightTurn,335,181,359,205
signalAhead,545,189,577,221
noRightTurn,315,180,341,206
signalAhead,539,187,573,221
noRightTurn,294,168,320,194
signalAhead,534,175,568,209
noRightTurn,270,166,299,195
signalAhead,526,172,563,208
noRightTurn,242,163,274,194
signalAhead,519,169,558,208
noRightTurn,210,159,243,191
signalAhead,508,162,551,206
noRightTurn,167,156,202,191
signalAhead,490,158,537,205
noRightTurn,114,146,153,184
signalAhead,469,147,519,199
noRightTurn,47,134,86,172
signalAhead,440,137,495,192
signalAhead,400,117,461,177
signalAhead,283,78,357,152
signalAhead,196,70,281,155
signalAhead,87,59,183,155
merge,656,181,697,220
merge,671,174,715,217
merge,690,166,738,215
merge,714,153,768,208
merge,749,144,809,206
merge,792,129,867,203
merge,860,102,952,195
merge,606,185,637,216
merge,617,179,650,213
merge,630,172,666,208
merge,647,165,687,206
merge,667,157,714,204
merge,695,141,749,196
merge,736,122,801,189
merge,797,91,881,176
addedLane,554,189,581,216
addedLane,567,187,596,217
addedLane,581,187,611,218
addedLane,596,186,630,221
addedLane,614,184,652,222
addedLane,637,179,679,221
addedLane,664,172,711,219
addedLane,699,162,753,218
addedLane,745,142,811,211
addedLane,815,114,897,200
thruTrafficMergeLeft,753,156,811,216
thruTrafficMergeLeft,794,145,864,216
thruTrafficMergeLeft,852,128,937,213
rampSpeedAdvisory35,695,154,738,204
rampSpeedAdvisory35,730,142,778,203
rampSpeedAdvisory35,774,132,830,200
rampSpeedAdvisory35,834,106,898,188
rampSpeedAdvisory35,921,79,999,181
curveLeft,623,171,665,215
curveLeft,635,160,682,208
curveLeft,652,151,704,205
curveLeft,673,143,730,201
curveLeft,697,126,761,192
curveLeft,726,105,798,180
curveLeft,761,84,844,170
curveLeft,806,50,906,152
curveLeft,875,6,996,129
addedLane,383,147,423,188
addedLane,506,140,535,177
addedLane,386,142,430,187
addedLane,519,134,550,176
addedLane,398,137,444,183
addedLane,539,129,574,173
addedLane,418,134,467,185
addedLane,569,128,604,172
addedLane,438,132,492,187
addedLane,603,126,640,174
addedLane,464,125,523,184
addedLane,642,119,683,171
addedLane,499,116,563,180
addedLane,693,111,737,166
addedLane,541,107,612,180
addedLane,754,103,801,164
addedLane,590,97,670,179
addedLane,826,94,875,159
addedLane,649,72,742,165
addedLane,913,71,967,146
addedLane,722,53,831,164
addedLane,817,24,945,155
addedLane,521,159,555,193
addedLane,552,162,588,200
addedLane,586,174,626,215
addedLane,625,169,669,214
addedLane,669,164,720,215
addedLane,723,156,779,211
addedLane,788,145,851,210
addedLane,866,130,941,206
speedLimit65,611,186,627,205
speedLimit65,619,188,635,208
speedLimit65,627,187,644,208
speedLimit65,634,184,652,207
speedLimit65,643,185,662,208
speedLimit65,653,180,674,204
speedLimit65,663,175,686,202
speedLimit65,677,174,702,203
speedLimit65,694,167,721,199
speedLimit65,713,163,743,198
speedLimit65,739,157,773,197
speedLimit65,773,147,811,191
speedLimit65,817,137,862,186
speedLimit65,877,119,931,180
thruTrafficMergeLeft,710,170,754,215
thruTrafficMergeLeft,735,160,786,210
thruTrafficMergeLeft,768,150,826,208
thruTrafficMergeLeft,811,137,879,205
thruTrafficMergeLeft,871,119,952,200
truckSpeedLimit55,665,184,687,210
truckSpeedLimit55,679,182,703,210
truckSpeedLimit55,697,176,722,208
truckSpeedLimit55,716,170,745,206
truckSpeedLimit55,742,164,775,203
truckSpeedLimit55,774,152,812,198
truckSpeedLimit55,817,139,862,192
truckSpeedLimit55,879,121,933,184
signalAhead,766,189,793,215
signalAhead,789,188,818,216
signalAhead,815,187,846,219
signalAhead,846,184,879,219
signalAhead,880,181,915,218
signalAhead,921,181,962,220
merge,688,212,714,238
merge,693,212,722,240
merge,700,205,732,236
merge,711,202,747,237
merge,731,195,768,232
merge,755,188,796,228
merge,787,176,833,222
merge,832,161,882,213
merge,891,148,951,210
rampSpeedAdvisory20,704,190,724,217
rampSpeedAdvisory20,709,182,731,211
rampSpeedAdvisory20,715,171,739,203
rampSpeedAdvisory20,724,174,751,209
rampSpeedAdvisory20,737,168,767,206
rampSpeedAdvisory20,756,163,790,205
rampSpeedAdvisory20,782,158,821,206
rampSpeedAdvisory20,820,149,863,202
rampSpeedAdvisory20,874,139,925,204
merge,630,182,657,209
merge,640,179,669,209
merge,650,175,683,208
merge,663,172,698,207
merge,677,167,717,208
merge,697,161,739,204
merge,722,150,769,200
merge,755,140,809,194
merge,800,124,865,189
merge,868,100,943,179
thruTrafficMergeLeft,687,174,732,220
thruTrafficMergeLeft,714,163,768,219
thruTrafficMergeLeft,752,148,819,215
thruTrafficMergeLeft,810,129,894,211
thruTrafficMergeLeft,903,102,1014,213
laneEnds,697,155,736,195
laneEnds,701,149,749,197
laneEnds,713,135,765,188
laneEnds,729,114,793,178
laneEnds,758,96,835,173
laneEnds,809,53,910,151
speedLimit65,808,187,833,215
speedLimit65,837,186,867,221
speedLimit65,873,177,904,215
speedLimit65,921,171,955,213
addedLane,715,194,744,223
addedLane,735,188,767,221
addedLane,758,185,794,219
addedLane,789,177,828,215
addedLane,832,169,873,211
addedLane,887,159,934,208
addedLane,961,148,1018,206
merge,716,177,748,207
merge,731,173,765,206
merge,751,163,787,201
merge,775,155,816,197
merge,808,147,853,194
merge,853,135,906,190
addedLane,819,162,863,205
addedLane,856,153,905,202
addedLane,903,145,957,199
stopAhead,648,135,695,182
stopAhead,665,133,717,186
stopAhead,687,127,745,187
stopAhead,714,112,781,180
stopAhead,749,86,825,162
stopAhead,794,50,882,143
stop,433,227,466,259
stop,432,213,467,248
stop,429,207,465,244
stop,422,202,461,241
stop,414,197,455,240
stop,405,184,449,228
stop,396,174,442,222
stop,804,173,844,214
stop,385,171,435,221
stop,820,171,865,215
stop,373,157,426,212
stop,840,162,886,208
stop,360,140,417,198
stop,861,147,910,195
stop,345,128,406,190
stop,885,137,937,188
stop,325,115,392,183
stop,909,123,965,179
stop,304,105,378,181
stop,936,114,997,175
stop,277,101,359,186
stop,246,84,338,179
stop,207,64,309,169
stop,159,37,274,158
stop,95,9,227,150
speedLimit25,713,173,738,204
speedLimit25,725,169,752,201
speedLimit25,739,169,767,202
speedLimit25,751,171,781,206
speedLimit25,766,157,797,194
speedLimit25,784,147,818,188
speedLimit25,807,146,842,189
speedLimit25,833,141,871,187
speedLimit25,864,130,907,180
speedLimit25,904,124,950,179
speedLimit25,955,114,1005,176
stop,600,193,618,210
stop,602,188,622,206
stop,607,190,626,209
stop,611,189,631,209
stop,616,185,636,206
stop,620,185,641,207
stop,625,185,647,207
stop,631,185,654,208
stop,638,177,662,201
stop,646,184,670,207
stop,654,181,680,207
stop,663,159,690,186
stop,674,160,700,186
stop,684,171,713,199
stop,696,166,725,195
stop,701,158,732,189
stop,698,150,732,183
stop,694,155,730,189
stop,689,153,727,190
stop,686,136,727,176
stop,688,139,731,181
stop,696,130,741,175
speedLimit25,555,183,573,206
stop,711,114,761,163
speedLimit25,557,175,575,198
stop,735,101,790,156
speedLimit25,562,171,581,195
stop,761,86,821,146
speedLimit25,566,166,586,191
stop,788,72,853,137
speedLimit25,567,165,587,190
stop,816,47,891,121
speedLimit25,566,158,587,184
stop,849,27,932,110
speedLimit25,561,156,584,184
stop,696,152,730,187
speedLimit25,544,151,570,181
speedLimit25,537,148,564,180
speedLimit25,531,146,558,178
speedLimit25,524,138,553,173
speedLimit25,517,141,546,176
speedLimit25,512,138,543,174
speedLimit25,507,125,538,162
speedLimit25,502,125,535,164
speedLimit25,499,126,531,164
speedLimit25,496,121,529,160
speedLimit25,496,121,529,160
speedLimit25,496,126,528,165
speedLimit25,495,127,527,166
speedLimit25,492,125,525,164
speedLimit25,485,123,517,161
speedLimit25,474,121,506,160
speedLimit25,453,122,486,161
speedLimit25,423,120,456,160
speedLimit25,378,118,412,159
speedLimit25,676,190,699,218
speedLimit25,683,182,709,212
speedLimit25,692,179,720,213
speedLimit25,702,163,732,198
speedLimit25,715,156,746,193
speedLimit25,730,160,763,201
speedLimit25,747,152,782,195
speedLimit25,767,147,805,192
speedLimit25,791,132,832,181
speedLimit25,820,136,864,188
speedLimit25,855,134,904,192
speedLimit25,897,111,952,175
stop,757,133,793,169
stop,795,129,835,170
stop,838,127,881,170
stop,886,121,930,166
stop,938,111,986,160
speedLimit25,474,144,526,206
speedLimit25,548,153,605,219
speedLimit25,619,138,679,207
speedLimit25,684,117,749,193
speedLimit25,743,106,810,186
speedLimit25,797,90,871,178
stop,921,85,975,143
stop,948,76,1004,138
speedLimit35,753,200,772,222
speedLimit35,767,191,787,214
speedLimit35,783,190,805,216
speedLimit35,801,188,825,217
speedLimit35,824,187,848,217
speedLimit35,850,182,876,214
speedLimit35,882,169,910,203
speedLimit35,922,157,953,197
speedLimit35,974,151,1010,196
speedLimit35,682,190,699,210
speedLimit35,692,182,712,205
speedLimit35,704,181,726,207
speedLimit35,719,178,740,204
speedLimit35,734,176,758,204
speedLimit35,750,173,776,203
speedLimit35,770,167,796,198
speedLimit35,792,157,820,191
speedLimit35,818,149,849,186
speedLimit35,852,144,885,185
speedLimit35,899,133,937,177
noLeftTurn,323,186,348,210
noLeftTurn,306,182,331,206
noLeftTurn,285,173,312,200
noLeftTurn,258,168,288,198
noLeftTurn,225,158,259,191
noLeftTurn,185,143,221,180
noLeftTurn,134,131,175,172
noLeftTurn,67,118,114,165
noLeftTurn,319,182,344,205
noLeftTurn,300,175,327,202
noLeftTurn,277,167,307,196
noLeftTurn,248,159,281,191
noLeftTurn,212,151,247,185
noLeftTurn,162,137,203,177
noLeftTurn,94,121,141,169
speedLimit35,737,113,769,152
speedLimit35,298,175,322,203
speedLimit35,764,103,799,145
speedLimit35,286,174,312,204
speedLimit35,335,188,354,210
speedLimit35,652,148,675,176
speedLimit35,326,186,344,208
speedLimit35,662,140,687,171
speedLimit35,319,188,338,212
speedLimit35,678,138,706,172
speedLimit35,313,192,333,218
speedLimit35,699,139,728,174
speedLimit35,305,177,327,204
speedLimit35,722,118,753,156
speedLimit35,294,175,317,204
speedLimit35,747,109,781,150
speedLimit35,282,173,306,204
speedLimit35,775,97,813,142
speedLimit35,266,173,292,205
speedLimit35,810,86,851,135
speedLimit35,248,160,277,195
speedLimit35,851,59,897,115
speedLimit35,227,157,257,195
speedLimit35,902,34,955,99
speedLimit35,204,154,236,195
speedLimit35,175,135,210,179
speedLimit35,141,119,179,169
speedLimit35,95,113,139,168
speedLimit35,39,99,88,159
speedLimit35,757,106,793,148
speedLimit35,288,175,314,205
speedLimit35,757,106,793,148
speedLimit35,288,175,314,205
speedLimit35,825,75,868,127
speedLimit35,259,167,287,201
speedLimit35,870,49,920,109
speedLimit35,240,157,269,193
speedLimit35,927,23,986,91
speedLimit35,218,155,250,194
speedLimit35,193,149,227,191
speedLimit35,162,125,199,170
speedLimit35,124,118,165,169
speedLimit35,75,108,121,166
speedLimit35,11,88,63,154
speedLimit35,868,130,898,163
speedLimit35,942,123,974,161
keepRight,449,206,467,228
keepRight,431,205,451,232
keepRight,430,191,453,222
keepRight,428,193,454,225
keepRight,425,190,453,225
keepRight,426,193,453,227
keepRight,426,193,453,227
noLeftTurn,335,163,353,201
noLeftTurn,320,161,341,204
noLeftTurn,309,154,331,199
noLeftTurn,308,154,330,199
noLeftTurn,237,145,263,205
noLeftTurn,146,239,183,277
noLeftTurn,126,239,163,277
noLeftTurn,100,234,139,274
noLeftTurn,69,234,110,277
noLeftTurn,32,239,76,284
keepRight,365,217,389,245
keepRight,357,226,382,256
keepRight,349,222,374,253
keepRight,338,219,365,253
keepRight,323,216,350,250
keepRight,306,213,335,250
keepRight,287,218,319,258
keepRight,273,212,308,255
keepRight,253,208,290,254
keepRight,230,209,269,258
keepRight,200,206,245,261
keepRight,163,200,213,262
keepRight,113,196,169,268
keepRight,47,193,110,276
keepRight,452,233,470,253
keepRight,449,234,468,255
keepRight,442,232,462,255
keepRight,434,231,455,256
keepRight,425,236,447,261
keepRight,414,241,437,267
keepRight,403,241,428,269
keepRight,392,239,418,269
keepRight,382,243,410,275
keepRight,374,243,403,277
keepRight,363,239,394,278
keepRight,347,239,382,283
keepRight,324,242,364,293
keepRight,289,240,336,299
keepRight,240,240,297,311
keepRight,163,245,233,337
keepRight,442,240,457,257
keepRight,440,240,455,258
keepRight,437,236,453,255
keepRight,434,239,451,259
keepRight,430,240,447,260
keepRight,427,237,444,257
keepRight,422,237,440,258
keepRight,418,237,437,260
keepRight,413,236,432,260
keepRight,407,233,428,259
keepRight,402,232,424,260
keepRight,397,240,418,267
keepRight,388,243,412,273
keepRight,376,233,402,267
keepRight,362,225,390,259
keepRight,345,229,376,268
speedLimit35,935,144,971,187
keepRight,325,228,358,270
speedLimit35,982,131,1022,177
keepRight,298,213,336,259
keepRight,267,210,308,262
keepRight,226,211,272,272
keepRight,171,200,225,272
keepRight,456,218,470,234
keepRight,454,220,469,238
keepRight,451,218,467,237
keepRight,448,222,464,241
keepRight,444,225,462,246
keepRight,440,224,458,245
keepRight,432,226,451,249
keepRight,419,228,440,253
keepRight,407,225,429,253
keepRight,391,224,416,255
keepRight,377,224,404,257
keepRight,359,225,389,263
keepRight,335,220,370,263
keepRight,305,208,344,258
keepRight,260,205,307,264
keepRight,194,201,252,275
speedLimit35,300,175,320,199
speedLimit35,282,173,303,199
speedLimit35,658,191,671,206
speedLimit35,258,169,282,200
speedLimit35,665,192,679,209
speedLimit35,230,162,256,194
speedLimit35,672,188,689,206
speedLimit35,193,155,222,191
speedLimit35,681,185,698,203
speedLimit35,145,158,178,197
speedLimit35,690,189,708,209
speedLimit35,83,131,122,179
speedLimit35,701,173,719,194
speedLimit35,827,140,856,173
speedLimit35,872,133,904,170
speedLimit35,928,124,965,166
curveLeft,741,141,777,178
zoneAhead25,644,175,660,194
curveLeft,379,154,407,189
curveLeft,757,130,798,172
zoneAhead25,649,170,665,189
curveLeft,369,147,398,182
curveLeft,780,128,822,172
zoneAhead25,656,174,673,194
curveLeft,358,148,390,184
curveLeft,804,124,853,172
zoneAhead25,663,176,680,196
curveLeft,345,147,378,185
curveLeft,837,116,892,171
zoneAhead25,672,176,689,196
curveLeft,330,142,365,182
curveLeft,881,106,939,166
zoneAhead25,681,174,699,196
curveLeft,312,131,351,175
curveLeft,939,88,1004,158
zoneAhead25,694,171,715,197
curveLeft,291,121,336,170
zoneAhead25,716,167,739,195
curveLeft,274,109,323,165
zoneAhead25,747,157,773,187
curveLeft,256,90,314,152
zoneAhead25,788,150,815,183
curveLeft,237,65,304,138
zoneAhead25,835,156,864,191
curveLeft,209,49,288,134
zoneAhead25,893,142,923,179
curveLeft,170,3,266,103
zoneAhead25,960,106,995,149
stop,794,187,823,217
noLeftTurn,798,217,821,241
stop,854,187,883,217
noLeftTurn,858,217,881,243
stop,906,167,936,198
noLeftTurn,908,197,934,227
addedLane,682,181,708,209
addedLane,681,179,707,207
addedLane,678,175,708,207
addedLane,679,174,709,206
addedLane,681,171,715,205
addedLane,685,163,724,205
addedLane,691,156,735,200
addedLane,700,146,751,195
addedLane,713,140,770,196
addedLane,736,133,803,200
addedLane,771,109,854,190
addedLane,838,67,945,173
yield,742,189,762,207
yield,767,185,789,209
yield,796,182,824,207
yield,837,164,865,191
yield,891,154,924,191
speedLimit45,629,190,645,209
speedLimit45,636,182,653,202
speedLimit45,645,186,663,208
speedLimit45,656,184,676,208
speedLimit45,671,171,693,197
speedLimit45,692,160,716,188
speedLimit45,725,151,754,186
speedLimit45,768,138,804,179
speedLimit45,831,112,873,162
signalAhead,591,200,616,222
signalAhead,381,178,403,200
signalAhead,606,201,630,225
signalAhead,378,178,403,203
signalAhead,619,199,645,225
signalAhead,374,175,401,202
signalAhead,632,192,659,221
signalAhead,368,167,397,197
signalAhead,641,189,671,220
signalAhead,353,161,384,194
signalAhead,650,190,682,223
signalAhead,332,161,367,194
signalAhead,660,187,696,222
signalAhead,311,156,347,191
signalAhead,674,177,714,217
signalAhead,282,145,322,186
signalAhead,693,171,737,213
signalAhead,248,137,291,182
signalAhead,719,158,769,208
signalAhead,199,123,252,175
signalAhead,756,143,813,202
signalAhead,139,103,201,165
signalAhead,812,124,882,196
signalAhead,54,80,129,155
signalAhead,904,87,995,183
speedLimit25,212,141,246,182
speedLimit25,591,160,615,189
speedLimit25,170,128,208,174
speedLimit25,605,147,635,183
speedLimit25,114,112,160,166
speedLimit25,627,131,662,173
speedLimit25,36,74,91,141
speedLimit25,660,102,701,152
speedLimit25,709,86,763,151
speedLimit25,797,20,874,111
laneEnds,256,214,288,247
signalAhead,481,247,500,266
laneEnds,251,209,286,246
signalAhead,489,246,509,265
laneEnds,245,203,282,242
signalAhead,497,242,518,262
laneEnds,239,201,280,242
signalAhead,506,241,528,262
laneEnds,236,201,278,243
signalAhead,518,242,539,263
laneEnds,230,198,275,242
signalAhead,531,241,553,263
laneEnds,222,191,271,240
signalAhead,544,238,567,260
laneEnds,216,182,267,233
signalAhead,558,232,582,257
laneEnds,204,167,259,220
signalAhead,572,222,597,248
laneEnds,190,140,249,197
signalAhead,587,199,613,226
laneEnds,174,153,238,217
signalAhead,605,221,632,248
laneEnds,151,159,221,229
signalAhead,623,233,651,262
laneEnds,122,131,200,209
signalAhead,641,216,672,246
laneEnds,85,108,173,196
signalAhead,664,207,696,239
laneEnds,32,89,133,190
signalAhead,687,206,722,240
signalAhead,713,191,751,227
signalAhead,742,185,783,225
signalAhead,770,184,815,230
signalAhead,798,177,847,226
signalAhead,830,159,886,215
signalAhead,874,142,936,204
signalAhead,933,119,1003,191
laneEnds,456,182,485,210
addedLane,491,200,510,220
laneEnds,453,178,482,206
addedLane,491,198,510,218
laneEnds,448,174,479,204
addedLane,488,195,508,216
laneEnds,442,169,475,201
addedLane,485,191,507,213
laneEnds,433,167,470,201
addedLane,482,191,504,213
laneEnds,428,161,465,197
addedLane,477,189,502,212
laneEnds,420,154,457,190
addedLane,472,184,498,208
laneEnds,409,150,450,190
addedLane,468,183,495,209
laneEnds,395,147,438,192
addedLane,461,186,489,213
laneEnds,379,143,429,191
addedLane,454,188,484,219
laneEnds,360,130,414,184
addedLane,446,182,478,214
laneEnds,338,112,398,173
addedLane,440,176,472,209
laneEnds,309,98,378,168
addedLane,432,176,468,213
laneEnds,271,86,353,167
addedLane,426,183,463,220
laneEnds,216,55,315,152
addedLane,417,180,457,220
laneEnds,131,0,256,125
addedLane,406,173,450,218
addedLane,393,167,442,215
addedLane,378,158,432,210
addedLane,358,150,417,209
addedLane,327,137,396,207
addedLane,286,111,366,194
addedLane,222,74,323,179
addedLane,707,183,740,216
addedLane,723,181,757,215
addedLane,742,175,779,213
addedLane,765,167,805,208
addedLane,795,156,839,200
addedLane,830,145,880,195
addedLane,877,133,934,192
merge,734,162,760,187
merge,737,157,763,184
merge,742,153,770,182
merge,747,151,778,182
merge,756,148,789,180
merge,767,139,803,174
merge,783,131,822,169
merge,803,122,848,167
merge,832,110,882,160
merge,873,97,932,157
addedLane,634,214,659,238
addedLane,642,208,667,232
addedLane,651,197,677,223
addedLane,664,195,693,225
addedLane,679,197,711,230
addedLane,696,195,729,229
addedLane,714,189,751,227
addedLane,733,180,774,221
addedLane,758,170,803,216
addedLane,793,169,843,223
addedLane,842,160,899,221
signalAhead,837,174,871,208
signalAhead,874,167,910,206
signalAhead,918,158,958,204
signalAhead,975,152,1019,202
addedLane,703,185,730,212
addedLane,721,178,749,205
addedLane,743,179,773,208
addedLane,769,177,803,208
addedLane,802,170,839,205
addedLane,841,168,883,209
addedLane,892,161,937,208
addedLane,954,147,1008,204
speedLimit65,763,192,782,215
speedLimit65,771,191,790,214
speedLimit65,781,188,802,214
speedLimit65,793,183,817,212
speedLimit65,810,181,835,211
speedLimit65,831,175,858,208
speedLimit65,859,169,889,206
speedLimit65,896,162,931,205
speedLimit65,947,153,987,201
truckSpeedLimit55,686,206,701,225
truckSpeedLimit55,691,201,708,222
truckSpeedLimit55,699,194,718,217
truckSpeedLimit55,714,190,734,214
truckSpeedLimit55,732,186,753,211
truckSpeedLimit55,751,183,774,211
truckSpeedLimit55,777,180,801,211
truckSpeedLimit55,809,173,838,209
truckSpeedLimit55,851,164,883,205
truckSpeedLimit55,904,155,939,200
signalAhead,673,188,700,214
signalAhead,692,184,723,214
signalAhead,718,181,749,213
signalAhead,746,175,780,212
signalAhead,778,169,817,208
signalAhead,818,161,861,207
signalAhead,868,151,918,204
signalAhead,937,137,993,198
laneEnds,594,164,617,185
addedLane,520,200,539,219
laneEnds,604,159,627,183
addedLane,525,198,545,219
laneEnds,613,153,638,179
addedLane,528,196,550,219
laneEnds,625,148,653,177
addedLane,533,195,557,220
laneEnds,639,143,668,173
addedLane,538,195,562,220
laneEnds,653,135,686,170
addedLane,544,195,568,220
laneEnds,673,126,706,161
addedLane,550,192,577,219
laneEnds,694,113,732,154
addedLane,555,187,584,218
laneEnds,720,98,762,144
addedLane,562,185,593,217
laneEnds,753,80,801,132
addedLane,569,182,602,215
laneEnds,801,55,855,115
addedLane,581,178,617,214
laneEnds,869,19,932,91
addedLane,598,170,637,210
addedLane,640,153,689,202
addedLane,669,142,725,198
addedLane,707,125,773,191
addedLane,759,101,842,184
thruTrafficMergeLeft,832,142,898,206
thruTrafficMergeLeft,893,123,975,205
zoneAhead45,643,196,672,232
zoneAhead45,222,180,249,215
zoneAhead45,668,193,701,232
zoneAhead45,203,177,233,215
zoneAhead45,698,195,733,239
zoneAhead45,178,178,210,221
zoneAhead45,732,196,772,246
zoneAhead45,144,180,178,227
zoneAhead45,775,192,821,249
zoneAhead45,95,173,136,228
zoneAhead45,831,181,886,250
zoneAhead45,28,164,75,231
zoneAhead45,910,165,976,248
merge,469,190,493,213
merge,467,195,492,219
merge,462,195,488,221
merge,456,194,482,220
merge,447,188,473,214
merge,438,183,466,212
merge,428,180,457,210
merge,417,177,448,211
merge,402,173,434,209
merge,384,168,418,206
merge,364,161,404,201
merge,343,150,384,194
merge,319,148,362,195
merge,290,146,337,197
merge,253,141,306,200
merge,205,129,265,198
merge,142,120,207,197
merge,58,100,135,192
speedLimit35,608,174,628,199
speedLimit35,612,190,632,215
speedLimit35,617,181,640,207
speedLimit35,623,167,647,194
speedLimit35,629,172,654,202
speedLimit35,636,178,662,209
speedLimit35,644,183,671,215
speedLimit35,656,184,684,219
speedLimit35,675,167,704,202
speedLimit35,696,149,728,187
speedLimit35,723,152,757,194
speedLimit35,751,157,789,202
speedLimit35,784,139,824,188
speedLimit35,820,124,865,178
speedLimit35,865,122,914,182
speedLimit25,584,245,608,276
speedLimit25,516,237,542,270
speedLimit25,444,224,470,258
speedLimit25,365,206,393,242
speedLimit25,283,189,313,227
speedLimit25,195,181,229,223
speedLimit25,113,180,148,223
speedLimit25,53,172,89,217
speedLimit25,12,158,51,207
doNotEnter,193,140,230,177
doNotEnter,143,140,180,177
doNotEnter,87,140,125,180
doNotEnter,31,137,71,180
stop,619,187,640,207
stop,623,184,645,206
stop,627,182,650,206
stop,631,181,655,206
stop,635,179,660,204
stop,642,178,668,205
stop,649,176,676,204
stop,657,172,685,201
stop,665,170,695,202
stop,672,163,703,196
stop,680,158,712,192
stop,687,155,722,192
stop,696,150,734,190
stop,707,144,748,186
stop,720,138,764,181
stop,735,132,782,179
stop,753,124,804,175
stop,774,113,829,170
stop,798,101,860,162
stop,829,84,898,153
stop,867,65,945,143
stop,611,185,630,203
doNotEnter,286,197,301,215
stop,614,182,634,201
doNotEnter,279,195,294,213
stop,616,179,637,199
doNotEnter,270,192,286,212
stop,618,180,640,201
doNotEnter,260,193,277,214
stop,619,180,642,202
doNotEnter,249,194,266,216
stop,622,176,643,198
doNotEnter,237,191,255,214
stop,626,170,648,194
doNotEnter,226,186,245,210
stop,632,169,655,193
doNotEnter,216,184,235,208
stop,642,166,666,191
doNotEnter,208,181,228,207
stop,655,162,680,189
doNotEnter,202,180,222,206
stop,668,161,693,188
doNotEnter,194,180,215,207
stop,680,157,707,186
doNotEnter,182,179,204,208
stop,693,153,721,182
doNotEnter,169,174,192,205
stop,705,147,734,179
doNotEnter,154,171,177,202
stop,716,145,746,178
doNotEnter,134,171,158,203
stop,729,137,761,172
doNotEnter,111,166,138,201
stop,742,127,778,164
doNotEnter,85,158,114,194
stop,757,116,795,156
doNotEnter,56,150,88,189
stop,774,106,814,149
doNotEnter,23,143,57,184
stop,793,101,835,147
stop,813,97,860,147
stop,840,82,892,137
schoolSpeedLimit25,695,149,720,201
schoolSpeedLimit25,209,170,236,223
schoolSpeedLimit25,711,141,740,200
schoolSpeedLimit25,179,164,207,222
schoolSpeedLimit25,731,134,762,199
schoolSpeedLimit25,142,161,173,225
schoolSpeedLimit25,759,123,793,197
schoolSpeedLimit25,97,155,131,226
schoolSpeedLimit25,795,103,834,185
schoolSpeedLimit25,42,139,80,219
schoolSpeedLimit25,844,72,891,171
schoolSpeedLimit25,913,41,971,160
speedLimit35,648,184,663,203
speedLimit35,655,185,671,206
speedLimit35,661,182,678,203
speedLimit35,669,180,687,202
speedLimit35,681,178,700,202
speedLimit35,694,174,714,199
speedLimit35,704,171,725,197
speedLimit35,714,166,735,192
speedLimit35,725,164,748,193
speedLimit35,740,164,766,195
speedLimit35,758,160,785,191
speedLimit35,780,153,808,188
speedLimit35,806,147,836,186
speedLimit35,835,138,870,180
speedLimit35,872,126,909,173
signalAhead,571,182,594,205
signalAhead,382,179,406,202
signalAhead,573,181,597,206
signalAhead,377,177,402,202
signalAhead,576,182,601,209
signalAhead,371,178,397,204
signalAhead,578,179,605,208
signalAhead,364,175,392,203
signalAhead,581,176,610,205
signalAhead,357,171,386,201
signalAhead,583,172,614,203
signalAhead,348,168,380,199
signalAhead,587,171,618,203
signalAhead,341,168,373,199
signalAhead,593,171,625,205
signalAhead,333,167,366,200
signalAhead,599,169,632,204
signalAhead,325,163,359,198
signalAhead,604,164,640,201
signalAhead,315,158,351,195
signalAhead,610,159,647,199
signalAhead,302,153,341,193
signalAhead,616,154,655,196
signalAhead,288,148,328,190
signalAhead,621,153,663,196
signalAhead,271,147,313,191
signalAhead,629,148,673,193
signalAhead,253,142,298,189
signalAhead,641,141,690,189
signalAhead,235,135,285,186
signalAhead,658,136,710,188
signalAhead,215,128,269,183
signalAhead,674,128,731,187
signalAhead,189,120,248,179
signalAhead,692,117,754,181
signalAhead,154,104,218,170
signalAhead,713,99,781,169
signalAhead,112,80,183,152
signalAhead,739,82,815,159
signalAhead,59,55,138,139
signalAhead,773,61,861,151
signalAhead,817,39,919,144
